raw_text,aspectTerm,predicted_sentiment,inference_time
Seasonal tastes is a buffet restaurant .they served the delicious food.they maintain their food hygiene.food quality also good.ms.sumaia helped us very well,"food, food, food","positive, positive, positive",0.7532403469085693
Recently I have visited in sesonal taste restaurant.food was amazing and service staff was so friendly and professional. Hostess sumaiya has a great smile and very welcoming.,"food, service staff, hostess","positive, positive, positive",0.7405285835266113
Westin serves great food and bonus is ambiance. Through a bit pricey but still considering the quality its worthy,"food, ambiance","positive, positive",0.5098876953125
"We have been going to westin, le meridien, four points by sheraton, six seasons, etc. to celebrate our family birthdays and other events since long, however, for some reason we had stopped going to westin for quite some time now (possibly due to having many...More",noaspectterm,neutral,0.24988961219787598
"It was a first time experience of brunch with my family. After enjoying food at the well-known/popular places in the city, I was surprised by their tedious and usual dishes. It does not go with the cost someone has to incur. To be precise, I...More","food, cost, dishes","negative, negative, negative",0.5626511573791504
I ven't seen ths types of huge breakfast in any hotel. Lots of options they do have. Service is excellent.,"breakfast, Service","positive, positive",0.4886927604675293
"Towfica Akter Assistant Professor Secondary and higher education Ministry of education Dhaka, Bangladesh",noaspectterm,neutral,0.25949621200561523
It’s one of the best restaurant in Dhaka. The food was simply mouth watering. If you want to taste good food then you must visit there,food,positive,0.2528829574584961
"Chinese dim sum not up to standard, dessert not good enough. Service is good. place achieve 5 star hotel standard.","Chinese dim sum, dessert, Service, place","negative, negative, positive, positive",0.8716168403625488
I think this is the best buffet in dhaka city. For Lunch they offer little less item then for dinner. Not only the quantity but also the quality is very good. If you like to invite any foreign guest this is a very good place...More,"quality, quantity, dinner, Lunch","positive, positive, neutral, neutral",1.014319896697998
"Lastly, I got the opportunity to arrange a lunch for my family at 'Seasonal Tastes'. Heard a lot about the taste of the food but we were so disappointed with the quality of the food!!! Even the salad items were not so special....... However, apart...More","food, lunch, salad items","negative, neutral, negative",0.6247885227203369
I was there with my colleagues. The food is excellent and environment around sound and enjoyable . They should take care about loud music from other floor . It is annoying.,"food, environment, music","positive, positive, negative",0.6989989280700684
"Nice ambiance and friendly staff are standard in 5 star hotels, but this restaurant stands out for its food.","ambiance, staff, food","positive, positive, positive",0.7487030029296875
The restaurant in The Westin Hotel. The food is good and the buffet has very large choice for one totally indulge into ‘food orgy’. The freshly done tempura and the turkey roast were really good. The grilled items and stir fries on a fiery wok...More,"food, buffet, tempura, turkey roast, grilled items, stir fries on a fiery wok","positive, positive, positive, positive, positive, positive",1.4902825355529785
"Serves a breakfast in the morning and international buffet at night Breakfast has a large selection of hot and cold food with a good egg station International buffet has Western, Japanese, Currys, salad bar, fresh cooked seafood and good desert selection","breakfast, international buffet, hot food, cold food, egg station, salad bar, fresh cooked seafood, desert selection","positive, positive, positive, positive, positive, positive, positive, positive",2.0148894786834717
I could not have wished for more on my Dhaka trip. I needed to get away from the busy streets and sounds of this city and in this restaurant I could just sit in the window in peace. The buffet is huge and there is...More,buffet,positive,0.24977803230285645
"For a foreigner living in a Western country, the buffet price is really good value for menu. Surprisingly the Bangladeshi food items slightly edges the other cuisines. Good points: - Quality of food is really good - Start off with the traditional Bangladeshi main course...More","buffet price, Quality of food, Bangladeshi food items, main course","positive, positive, positive, positive",1.0135469436645508
The quality and taste of food with different variety are fabulous. You can have a very good family dinner here with five star hospitality.,"quality, taste, food, dinner, hospitality","positive, positive, positive, positive, positive",1.2474348545074463
"as a part of the five star hotel Westin , it has up hold its quality in taste. i had my lunch in three consecuitive days and i was happy with the food, their service and presentation.","food, service, presentation","positive, positive, positive",0.742717981338501
It is my 2nd anniversary when i went through the artistic food journey buffet in the westin's seasonal taste restaurant. To me its the no 1 buffet amongst the buffet food artist in dhaka city. I started my dinner with the soothing touch of creamy...More,"food, buffet, dinner","positive, positive, neutral",0.7586300373077393
for last 3 days i am having my lunch there. just loved there taste. it is clean and tidy. lamb roast is great.,"lunch, taste, lamb roast","neutral, positive, positive",0.74721360206604
Great place for buffet. Best part is dessert areas. BBQ is great. Loved their themed food festival which is often taken place in this restaurant.,"buffet, dessert areas, BBQ, food festival","positive, positive, positive, positive",0.9833145141601562
Do not order the alacarte. Go for the biggest & they always have some kind of buy one get one free offer based on the telecarrier or bank card you have. Call ahead. When you get the buffet with the deal it's the best deal...More,"buffet, deal","positive, positive",0.5055184364318848
Chef Stephen and his assistant can be rightfully proud of this oasis in the eating desert which is Dhaka. The buffet was outstanding. The degree of care and attention which went into the set up was impressive. The quality and variety of the food was...More,"Chef, buffet, food, quality, variety","positive, positive, positive, positive, positive",1.2619898319244385
Had breakfast here. The spread was really good and the staff was really cooperative. The dishes were both Indian and continental,"breakfast, staff, dishes","neutral, positive, neutral",0.7291851043701172
A wide varity of food to choose from. Desserts are simply outstandings. They have a very good sushi bar. The service is very good. Just love the place.,"food, desserts, sushi bar, service","positive, positive, positive, positive",0.9907960891723633
"It was a official dinner and obvious choice not only due to the convenience but confidence. Private space was useful, participants were health conscious but couldn't resist soup, number of dishes and plate full of desert.","space, soup, dishes, desert","positive, positive, positive, positive",0.9821341037750244
"What a great restaurant.Recomended to us by our hiotel on a three day stopover in Dhaka city. Service was just as expected, great and warm. Food was to die for, great selection, not your usual western menu type or spicing. The local dished and local...More","Service, food, menu, spicing, local dished","positive, positive, positive, positive, positive",1.2199711799621582
"It's a very nice restaurant for buffet lunch or dinner, they have really big choice with all types of food , including eastern, western,oriental including sushi and also they have very good dessert menu also, the food is very good here, if you like to...More","buffet lunch, dinner, food, dessert menu, sushi","positive, positive, positive, positive, positive",1.229126214981079
"We came here for early breakfast. 6 person, all family members. We enjoyed a lot and staying almost 3 hours. The environment is very much friendly. Kids also enjoyed a lot. Will love to come here again for family gathering.","breakfast, environment, kids","neutral, positive, positive",0.7557492256164551
I stay in Westin whenever I am in Dhaka. One of the reasons i choose to stay here is the food that is available for in room dining and the massive spread that is available for Breakfast in the Seasonal Tastes restaurant. Besides being a...More,"food, Breakfast, Seasonal Tastes restaurant","positive, positive, positive",0.756610631942749
Excellent selection and I personally have found the food best among other similar category restaurants.,"food, selection","positive, positive",0.5052320957183838
"About 20 of us went to this restaurant last night. Of course each of us had our own preferences - Chinese, local, Japanese (sushi, sashimi, tempura). western (grills), salads and a wide range of other offerings. Everything I had was very good. We all had...More","Chinese, local, Japanese (sushi, sashimi, tempura), western (grills), salads, offerings","positive, positive, positive, positive, positive, positive, positive, positive",1.9994006156921387
"It was a great experience at seasonal taste! The taste was awesome and service was up to mark! I would like to recommend people to be there at least once, to get the ultimate taste of pan asian cuisine!","taste, service, pan asian cuisine","positive, positive, positive",0.7540280818939209
Went there for dinner on 1st Aug 2017 and was impressed by the variety of food available in the buffet. Great for all taste buds. The service was impeccable too with the Manager and Waiters hovering around to see if everything is OK. I have...More,"food, buffet, service, Manager, Waiters","positive, positive, positive, positive, positive",1.226571798324585
"Good restaurant in the hotel. Has an A la carte menu but primarily buffet dinner and breakfast Buffet consist of local food, western, sushi bar, fresh made fish and meat, noodles, salad and desert areas Bit overpriced but not much else nearby","menu, buffet dinner, breakfast Buffet, local food, western, sushi bar, fish and meat, noodles, salad, desert areas","neutral, positive, positive, positive, neutral, positive, neutral, neutral, neutral, positive",2.442988395690918
"Excellent in variety and quality, reference of the westin dhaka. Section for local cuisine and western cuisine, Better attention and security.","variety, quality, local cuisine, western cuisine, attention, security","positive, positive, positive, positive, positive, positive",1.460639476776123
We went there to celebrate my sister's anniversary. Food was good and service was great. Most of the time I don't get good service in Bangladesh no matter how much I'm paying for it. This place made me changed my mind. Btw; their wine collection...More,"Food, service, wine collection","positive, positive, positive",0.7325077056884766
Great place for buffet. Great taste of food. Specially the deserts. Simply amazing. Nice environment. Recommended.,"buffet, taste of food, deserts, environment","positive, positive, positive, positive",0.9866161346435547
Absolutely amazing food and ambience :) must visit for anyone looking forward to great dining experience.,"food, ambience, dining","positive, positive, positive",0.750208854675293
The items I ordered were delicious! Don't miss the guava salad. Service provided by Mahadi was excellent.,"items, guava salad, Service","positive, positive, positive",0.7366259098052979
"Nice ambience, Good food and very awsome service by the staff who were very polite and humble. Special thanks to Mittela who right at the entrance of the restaurant is very inviting with her beautiful smile and gracious mannerism. Ani and Imran, the waiters for...More","ambience, food, service, waiters","positive, positive, positive, positive",0.9973435401916504
"lots of food variation , quality food specially dosa ,curry . and live cooking ,i liked very most , greeted well","food, dosa ,curry ,live cooking","positive, positive, positive, positive",1.0067143440246582
"Very good selection of items. You can have most food items that you can think of and they are all very fresh and tasty. Starting from Indian to sushi its all there and the desserts are great too, something that is lacking in 99% Dhaka...More","food items, sushi, desserts","positive, positive, positive",0.745945930480957
"I had lunch/dinner/breakfast in Seasonal Taste on several occasions. The chefs are of good repute and most of the ingredients they use are of high quality. You can expect a wide range of dishes including continental, pan Asian, European cuisine for lunch/dinner. I just love...More","chefs, ingredients, dishes, lunch/dinner","positive, positive, positive, neutral",0.994143009185791
"Their buffet is good but overpriced. However, their dessert is delicious. If you love sweet and dessert, this is the place to go. One thing, I don't like about the place is, they charge a lot if you take water, almost 4X comparing to what...More","buffet, dessert, water","negative, positive, negative",0.6287550926208496
"was in a hurry and did a quick takeaway. they were nice and packed me a quick lunch and i was off. Unfortunately i didnt get to eat it, but teh staff was very helpfull.","staff, lunch","positive, neutral",0.4967172145843506
"Having dinner buffet last year with my family. It was a great experience. The taste was good. Because of the delicacy of the taste, it's expensive some extent.","dinner buffet, taste","positive, positive",0.5008013248443604
"Seasonal tastes offers a great buffet, with Western, Indian and other Asian options, varying by the time of day. There is a wide selection of choices and quality is good. The restaurant is located in the Westin, and the location implies good safety, a guest...More","buffet, Western, Indian, Asian options, quality","positive, positive, positive, positive, positive",1.2408530712127686
"The Seasonal Taste mainly serves buffet lunch & dinner and have the option to choose from the several mouthwatering items! Chef prepares Soup, Salad, Pasts, Meat, Prawns etc. as per your taste. In general, taste of the foods are excellent. I was overwhelmed with the...More","buffet lunch, dinner, Soup, Salad, Pasts, Meat, Prawns, foods, Chef","positive, neutral, positive, positive, positive, positive, positive, positive, positive",2.208203077316284
The food spread is great. I was looking for vegetarian local fare which I got. Amazingly cooked. Stunning options. Dessert options are very good. Enjoyed the food.,"food spread, vegetarian local fare, dessert options, food","positive, positive, positive, positive",0.9989566802978516
Nice breakfast and dinner buffet. Service needs serious improvement. Place is crowded usually but still quiet. Only option at the Westin hotel,"breakfast, dinner buffet, Service, Place","positive, positive, negative, neutral",0.9297285079956055
"Buffet restaurant inside The Westin hotel. International on the night I visited including Indian, Western, Sushi and a good choice of salads. Deserts looked good and I had cheese which was okay It is pricey for what it is but if you are staying in...More","Buffet, Indian, Western, Sushi, salads, Deserts, cheese","neutral, positive, positive, positive, positive, positive, neutral",1.7309083938598633
"I was there on a business lunch, and we availed the Standard Chartered credit card offer, where you buy one and get one buffet lunch free for a person. The food was amazing, and I don't think I have ever eaten so much at a...More","food, buffet lunch","positive, neutral",0.4922795295715332
"Considering it is a 5 star restaurant, the food was just ok. It was a buffet. Service was just ok. Desetts were good.","food, buffet, Service, Desetts","neutral, neutral, neutral, positive",1.0044183731079102
"One of the finest restaurant in Dhaka, This could be a special venue for special events as far as family is concern!",venue,positive,0.24370741844177246
"I stayed at the hotel Westin in where this restaurant is located. They offer breakfast and dinner. Lunch I am not sure. I only had breakfast since it was included in the hotel price and since the dinner buffet was rather expensive, 3500 Taka excluding...More","breakfast, dinner, lunch, dinner buffet","neutral, negative, neutral, negative",0.8695268630981445
"This is the biggest restaurant at The Westin, Dhaka and serves extensive buffets for breakfast, lunch and dinner. Me and my wife went for dinner buffet there and were really amused by the quality of food served in the table. The restaurant itself is very...More","quality of food, dinner buffet, served","positive, positive, positive",0.7409143447875977
"typically fancy hotel - rich Bangladeshi and foreign business men that don't care about money. Because the food is totally over-prized, and the drinks even absurd. Who ever drinks that quality of wine for that price has either no taste or want to show off...More","food, drinks, wine, price","negative, negative, negative, negative",0.7642953395843506
This restaurant happens to be the best at the price they are offering! The lunch and dinner buffet is just awesomely elaborate and scrumptious! I love the live grill corner - simply amazing! Keep coming back for more and more and more!,"lunch, dinner buffet, live grill corner","positive, positive, positive",0.7315423488616943
"Partnof westin so obviously no question about the ambiance.unlike most buffets in town, they actually serve good food.the dessert spread is pretty good too.","ambiance, buffets, food, dessert spread, serve","positive, negative, positive, positive, positive",1.181147813796997
"A place worth going with yummilicious foods....best 4 sushis, tempuras, custom soups, salads steaks. Amazing ambience. Proper security and amazing service. A world class eatary in Dhaka....hope to visit more in future......","foods, sushis, tempuras, custom soups, salads steaks, ambience, security, service","positive, positive, positive, positive, positive, positive, positive, positive",1.983126163482666
"In my personal experience Seasonal Tastes of the Westin Hotel provides the best buffet in Dhaka city. The taste, quality and variety of the buffet is unmatched by any of the other 5 star hotel restaurants of Dhaka, such as Radisson, Amari or Le Meredian....More","buffet, taste, quality, variety","positive, positive, positive, positive",0.9934523105621338
The seasonal taste restaurant is one of the most favourite place to be frequented by the Dhaka local. It is the in house restaurant of the five star Dhaka Westin Hotel where walk in diners are warmly welcome. The buffet is undoubtedly the best in...More,buffet,positive,0.2502284049987793
This is place is absolutely gorgeous! Plenty of food options and taste is awesome. The dessert corner is also the best in the town.,"food options, taste, dessert corner, place","positive, positive, positive, positive",1.0041069984436035
Such a fantastic place! Absolutely fabulous fresh fruit juices. Lots of variety in food. Mind-blowing desserts! Loved it!!,"fruit juices, food, desserts","positive, positive, positive",0.7431621551513672
"Undoubtedly, the have the finest buffet assortment in Dhaka. However, it comes at a price. The good thing is that, if you have a platinum/ signature card, you get a heavy discount. They serve all types food/ dishes. From Japanese (my favorite), Indian, oriental as...More","buffet assortment, food/ dishes, Japanese, Indian, oriental","positive, positive, positive, positive, positive",1.2293057441711426
Had lunch and breakfast at this place and the spread was ok. Lots of Indian dishes to choose from . Ambience is nice and staff is very courteous and service is nice. Desserts spread could have been better. We were there in June and unfortunately...More,"lunch, breakfast, spread, staff, service, desserts spread","neutral, neutral, negative, positive, positive, negative",1.3778066635131836
"Very nice arrangements, friendly staff , having lots of variety in all food sections ! Really loved the sea food corner , momo corner ,etc. Dessert collection was very rich ! To us its one of the best buffet Restaurant in Dhaka ! Love to...More","arrangements, staff, food sections, sea food corner, momo corner, dessert collection, buffet","positive, positive, positive, positive, positive, positive, positive",1.7188172340393066
"Best international and local food in town. Like a Westin anywhere in the world. Great 5-star service. Expensive, but worth the splurge if you can afford it.","international food, local food, service","positive, positive, positive",0.7474246025085449
"i went for dinner with mom and dad. I started off with fish n chips. The plate was okay, but the fish was little overcooked Their stir-fry was nice. The menu was kept brief and mostly all items were fun and kid-friendly.","fish n chips, menu, stir-fry, plate","neutral, positive, positive, neutral",0.9755542278289795
"all the foods starting from cakes, croissants, donuts, indian dosa tastes very good, the service was excellent. staffs are friendly with a smile. the lunch here is also noteworthy. you can have rice and fish of your choosing [they have a selected offering]. parking might...More","foods, cakes, croissants, donuts, indian dosa, service, staffs, rice, fish, parking","positive, positive, positive, positive, positive, positive, positive, positive, positive, negative",2.391693592071533
"I am on a visit to Dhaka with my family,accompanying my husband- We have been having the most delicious breakfast, with a huge spread of muffins, croissants, cakes, donuts for my daughter to enjoy and some old Indian dosa and blueberry yoghurt -set in a...More","breakfast, muffins, croissants, cakes, donuts, dosa, blueberry yoghurt -set","positive, positive, positive, positive, positive, positive, positive",1.7787833213806152
I had an amazing experience at the Tastes. The breakfast was excellent and more than that the service conducted by Mizan is really worth an applause. He did a fantastic job. The whole experience made my day. Thanks,"breakfast, service, service","positive, positive, positive",0.7365305423736572
Lovely bissnes lunch and good food will be coming back again soon best in town love the fish dish is the ilish fish was great and the rice,"bissnes lunch, food, fish dish, rice","positive, positive, positive, positive",0.9943022727966309
great food and service!! Im here for 4 days on business and i am very glad i chose the westin dhaka.,"food, service","positive, positive",0.5066938400268555
"I ate four breakfasts and one dinner at Seasonal Tastes during my mid-March stay at the Westing Dhaka and all of them were fantastic. In fact, I've been telling people that the breakfasts were the best I've EVER had! Each morning there was a different...More","breakfasts, dinner","positive, neutral",0.49642515182495117
We took our clients on Feb 15 2016. The spread was just fantastic. The sashimi (tuna and salmon) were really good for the price and given its unlimited. The salad bar at seasonal taste is just fantastic - fresh salads excellent hummus and i love...More,"spread, sashimi (tuna and salmon), salad bar, hummus","positive, positive, positive, positive",0.9908499717712402
"Could not believe the variety, freshness, and cultural span of dishes represented in the breakfast buffet. Best buffet I've ever had the pleasure of enjoying, and I might pay the crazy room price again just to enjoy that buffet :)","dishes, breakfast buffet, room price","positive, positive, negative",0.6781337261199951
You will surely get something that you like. Very wide variety of tasty foods all around. Make sure you have enough time in hand otherwise you will regret.,foods,positive,0.24576282501220703
They have a quite wide variation of delicious food items in the buffet menu. Pricing is ok compared with other same level of restaurant. Liked it a lot specially in ramadam period.,"food items, buffet menu, pricing","positive, positive, neutral",0.735741376876831
"Great Ambiance, Excellent Food & Wide Varieties to Choose! Their Live Kitchen for Grill or Fry is really Exception.","Ambiance, Food, Live Kitchen, Grill, Fry","positive, positive, positive, positive, positive",1.229412317276001
We were a group of seven and our host is one of the owners of this Hotel. We had a meeting first in their Business Centre before adjourning for dinner last night. The buffet is very well presented over a large area and offers a...More,"buffet, dinner, Business Centre","positive, neutral, neutral",0.739309549331665
"only best part of the restaurant is steak. Previously we found lot of item to try out but yesterday I found, very few item to eat. I think people should try the special events which is little bit higher then regular price","steak, price","positive, neutral",0.4998641014099121
"I went several times to this restaurant, each time it satisfied my gastronomical desire.l like every cuisine and the variety. Service, food quality ambience every thing is up to mark. Wish to go many more....","Service, food quality ambience, cuisine","positive, positive, positive",0.7339413166046143
Great service !!! Staff are so friendly and there are lot's food menu.i highly recommended them.Will be back,"service, staff, food menu","positive, positive, positive",0.7325031757354736
Taste and variety is good but the buffet spread la is novelty. Westin should work towards bringing frequent changes to the menu to ensure repeat customers.,"buffet spread, menu","negative, negative",0.3712804317474365
It is a great place for having international/Italian food in Dhaka. The view is great. Also there is a great selection of beverages.,"international/Italian food, beverages, view","positive, positive, positive",0.7235860824584961
"Let's face it, The Westin Dhaka is ridiculously expensive but reality is that their Breakfast and Lunch buffet display is great to fantastic considering you are in Dhaka.",Breakfast and Lunch buffet display,positive,0.24349761009216309
"We had a family visit on 7th dec 2015 to celebrate our wedding anniversary ,were pleasantly surprised with the environment . Nice meal,they had lots of varieties . We really enjoyed the time and the food was very good, great service in a beautiful setting.","meal, food, service, setting","positive, positive, positive, positive",0.9835243225097656
"Breakfast are mouthwatering, amazing choice of smoothies, fresh juices, they even mix whatever u wish specially for u, all personal is amazing as well, so nice and polite, u don t see that often. Special thankx to Mizan who was taking care of us!","Breakfast, smoothies, fresh juices, personal","positive, positive, positive, positive",0.9826469421386719
"I've been to so many countries and restaurants, and the breakfast and dinner at Seasonal Tastes is the best I've seen! Many delicious options and the great staff make the experience unforgettable! I can't not forget to mention Mizan for the absolutely impeccable service, he...More","breakfast, dinner, staff, service","positive, positive, positive, positive",0.9925339221954346
"I have to say that Seasonal Tastes was, for a long time, the best restaurant in town. They had a solid breakfast buffet and a pretty nice lunch and dinner selection that they chopped and changed frequently. I have also heard compliments from investment banking...More","breakfast buffet, lunch, dinner selection","positive, positive, positive",0.7650370597839355
"The appetizers, soup & salad bars are good. But they need better main dishes on the buffet. The dessert bar could use some improvement too. There is a fairly decent sushi & sashimi bar, a pretty good pasta station and a Mongolian barbecue style section...More","appetizers, soup & salad bars, main dishes on the buffet, dessert bar, sushi & sashimi bar, pasta station, Mongolian barbecue style section","positive, positive, negative, negative, positive, positive, positive",1.7273318767547607
"The breakfast here was amazing! There were a lot of selection from Local, Asian to Western. The staff were nice and always smiling which gave a pleasant experience for the customers. I was there along with my fellow colleague were served by Mizan. He was...More","staff, breakfast, served","positive, positive, positive",0.7451052665710449
"Amazing food. Very Friendly staff.. Special thanks to Mizan for the care at the buffet breakfast. ""U rock Mizan""","food, staff, buffet breakfast","positive, positive, neutral",0.7439689636230469
The breakfast and dinner were amazing! Wonderful service! Thanks to Mizan and other waiters to make us so happy and create any cocktails we want!,"breakfast, dinner, service, waiters, cocktails","positive, positive, positive, positive, positive",1.256345272064209
Have reviewed several restaurants all across but this restaurant is worth every penny....lovely people and lovely food...especially MIZAN...he took every step to make me feel special and also helped me through the buffet explanation and made me so confortable...will surely come bck again n again...More,"people, food, buffet explanation","positive, positive, positive",0.7364974021911621
"I love to come back to this hotel and this restaurant as well. Amazing staff and tasty food. One of the staff Mizan, took a really good care of us this time. He was very kind, polite and attentive. Great job!","staff, food, staff","positive, positive, positive",0.744037389755249
"The food is amazing in this restaurant and the service is outstanding! Specially Mizan! He is so approachable, friendly and genuinely nice! You can tell he loves his job! It is totally recommended to dine in here!","food, service, Mizan, dining","positive, positive, positive, positive",1.0184991359710693
"Lovely hotel, lovely food and lovely staff. Specially Mizan, that was amazing with me and my colleagues! He was kind and helpful. I am looking forward to visit the restaurant again","hotel, food, staff, Mizan","positive, positive, positive, positive",0.9808602333068848
I visited several times to The Westin Dhaka for çelebrating Anniversary & also some corporate dine in. Everything is fantastic including ďecoration & food. In one word Awesome.,"decoration, food","positive, positive",0.5013704299926758
Overall food quality compare to other hotels in Dhaka is the best. I liked the environment and items selection.,"food quality, environment, items selection","positive, positive, positive",0.7504370212554932
This restaurant offers an excellent buffet selection and I have dined there both for breakfast and dinner. Breakfast opens at 6am and offers all the main attractions minus pork and bacon of course. Meat and fish are especially succulent and they prepare wonderful omelettes to...More,"breakfast, buffet selection, meat, fish, omelettes","positive, positive, positive, positive, positive",1.219602108001709
"Pleasant environment. Had afternoon tea - served nicely, well presented but prices not very reasonable - but then The Westin is 5*, with 5* prices of course!.","environment, afternoon tea, prices","positive, positive, negative",0.6784842014312744
"I will not say Seasonal Taste offers the best buffet in town. But they are my favorite till date. Location, service, value for money & food wise this is my most preferred place for a buffet meal. I have been there many many times and...More","location, service, value for money, food, buffet meal","positive, positive, positive, positive, positive",1.2457528114318848
Probably the Best Buffet in Town. Try the Dinner with your closed ones. Enjoyed every item and the place is superb.,"Buffet, Dinner, place","positive, positive, positive",0.7530124187469482
"Although expensive, I think this is the best buffet in Dhaka. both in test and variety. There are many dishes including continental, oriental, indian and even italian. Salad bar and sweet items are also delicious.","dishes, salad bar, sweet items","positive, positive, positive",0.7542550563812256
Westin is a amazing. I like to spend much time in here. The food and the services system really surprized me. Their service people are really helpfull and co operative. One of the service people so called Mr. Mizan is really nice man. tnx westin...More,"food, services people, service","positive, positive, positive",0.741509199142456
Westin is a five star hotel with a excellent restaurant. The food quality is excellent and the waiters are very friendly. The best of Westin is their ice cream and juices. The juices are of fresh fruits and served with added toppings.It's a good place...More,"food quality, waiters, ice cream, juices, fruits, served","positive, positive, positive, positive, positive, positive",1.49515700340271
"Plenty of menu, excellent atmosphere. Staffs are with smiling face. Right choice for business program.","menu, atmosphere, Staffs","positive, positive, positive",0.7381689548492432
Big spread of the buffet coupled with very caring staff makes it a must visit restaurant when in Dhaka. Best part is breakfast buffet which has got very large variety from across the globe. Highly recommended!,"spread of the buffet, breakfast buffet, staff","positive, positive, positive",0.7433032989501953
Good food - excellent choice in buffet lunch or dinner. Nice and comfortable dinning. Good value for money as sometime they offer some great discounts when using SCB visa cards or local AMEX cards. Always enjoyed the place. Entering the Hotel is an issue due...More,"food, buffet lunch, dinning, discounts, Hotel","positive, positive, positive, positive, negative",1.1620268821716309
"Great breakfast and dinner buffets with incredible east-west diversity, great service and fresh ingredients. Warm dishes could be a bit warmer, but otherwise no complaints","breakfast, dinner buffets, service, ingredients, dishes","positive, positive, positive, positive, negative",1.167363166809082
"The spread is good and food great on your taste buds. The staff is hospitable, friendly and helpful. What this place needs to do is re-invent it's ambiance to keep the noise levels low....who wants a lot of chitter-chatter at fine dining?","staff, ambiance, noise levels, dining","positive, negative, negative, positive",0.8723437786102295
"always a place to be....awesome food with good variety of buffet...as the name states Seasonal Taste, defines everything...","food, buffet","positive, positive",0.4928605556488037
"in gulshan, heart of diplomatic zone this 5 star chain resturent is little expensive but it carries values for your taste. its a great harmony and quite dinning that when once you tip toed will not forget",dining,positive,0.24507784843444824
I got a chance and time to have my buffet lunch at this place with my boss. It was very good in quality and you have much options for vegetarian and non vegetarian. A large variety of desserts. Over all very good.,"lunch, quality, desserts","neutral, positive, positive",0.7351109981536865
"As you enetr the restaurant, you are made to feel very welcome and the ambience is great. The choice of meals was excellent and you could order your own choice of meat and fish which was a great thing. The rest of the food items...More","meals, meat, fish, food items, ambience","positive, positive, positive, neutral, positive",1.2480957508087158
My usual breakfast at the Westin whenever I stay in Dhaka. I love the fresh orange juice made available in small bottles and the really good omelette they make. The staff is really helpful and attentive and makes you feel like at home. The breakfast...More,"orange juice, omelette, staff, breakfast","positive, positive, positive, positive",0.9810669422149658
"From the moment that you are greeted by the pleasant ladies at the front door- Nipa & Sharlin- and floor manager Ashik- till you leave, you feel special at Tastes! The staff here make you feel positive about the hotel and leave an excellent impression....More",staff,positive,0.24700713157653809
"Seasonal Taste at The Westin Dhaka is one of the best restaurants in town for buffet meals. The most important thing is, the selection of menu is not only large but most of them are likely to make your mouth water. The deserts corner alone...More","menu, deserts corner, buffet meals","positive, positive, positive",0.7419154644012451
This is the restaurant in a five star hotel. so traditional bengali food is missing. their dessert items are very good. price is very expensive compare to other five star hotel. but it is clean and services are good.,"bengali food, dessert items, price, services","negative, positive, negative, positive",0.8641419410705566
Great environment with huge choice of foods very expensive but only one best hotel and restaurants in Bangladesh.and the food also very testy .you hv to hv heavy pockets.!,"environment, foods, food","positive, positive, positive",0.7417333126068115
"My husband and I have eaten at all the eateries offered at the Westin and for breakfast, this is the best! The layout is huge and quite varied. And the best part is the seating is spacious and the light coming in from the outside...More","seating, layout","positive, positive",0.4916114807128906
"Ok, The Westin of Starwood Hotel and Resorts in Gulshan, Dhaka is one of the most happening place in here. Seasonal Taste is their main restaurant offering both Buffet and A La Carte. Never tried their A La Carte, but their buffet is the best...More","buffet, A La Carte, Seasonal Taste","positive, neutral, positive",0.7296087741851807
Good food served well but it is expensive compared with other local attractions. Alcohol is available but have VERY deep pockets!,"food, served, alcohol","positive, positive, negative",0.6840088367462158
"Want to have food in styles and in posh restaurant? Well Westin has the glamour and atmosphere. The presenation and variety of food was good. We even explained our choice, the waiter even helped us find the the right dish for us among buffet items....More","food, waiter, dish, buffet items","positive, positive, positive, positive",0.9859395027160645
Great ambience and world class service! Adequate for a five star setting. Expensive given the portion size and type of food.,"ambience, service, portion size, food, setting","positive, positive, negative, negative, positive",1.122121810913086
Good assortments of buffets but certainly not the best one in Dhaka. There are room for improvements regarding service quality as being a 5 star hotel.,"buffets, service quality","positive, negative",0.44783735275268555
Offers Lovely Buffet and a great variety of cuisines ranging from Oriental to the Desis and Continental. DO not miss the deserts.,"Buffet, cuisines, deserts","positive, positive, positive",0.7419662475585938
"The buffet is delicious, best item is the prawn tempura in appetizer section. Stir fried items are also delicious, sushi bar is quite rich and the dessert zone is the best! Per person dinner is around 5000++ including soft drink, lunch is a bit low.","buffet, prawn tempura, appetizer section, stir fried items, sushi bar, dessert zone, dinner, lunch, soft drink","positive, positive, positive, positive, positive, positive, neutral, positive, neutral",2.2231087684631348
"This buffet is quite decent , considering we are in Dhaka with limited supplies. They do marvels with what is available . The tastes are fresh and clean the service good . Its a bit pricey but a reliable restaurant . The decor is very...More","buffet, tastes, service, decor","positive, positive, positive, neutral",1.028989553451538
"Again this is a friendly restaurant food well presented and very satisfying a little more expensive than the hotel that I stayed in, but would recommend to anyone visiting Dhaka.","food, restaurant","positive, positive",0.49697017669677734
I went there for both lunch & dinner and simply in love with their food. Close to 100 items in buffet & all are tasty.... Live cooking is also worth watching & taking,"food, buffet, cooking","positive, positive, positive",0.7477238178253174
